# ここのファイルにユーザー定義の単語を記載し、CreateUserDict.pyを実行することでユーザー辞書ファイルを作成できます
#
# フォーマット：単語[Tab文字]ひらがなの読み[Tab文字]優先度のスコア
# 　　優先度のスコアは高いほど上の候補に出てきます(ただし変換学習した結果が最優先)
#
# 「#」で始まる行はコメントとして扱われます
#
# 以下記載例：
RIME	らいむ	1
VTuber	ぶいちゅーばー	1
キズナアイ	きずなあい	88888
東雪蓮	あずませれん	88888
戸定梨香	とじょうりんか	88888
桐生ココ	きりゅうここ	88888
リブドル	りぶどる	88888
李清歌	りせいか	88888
神宮司玉藻	じんぐうじたまも	88888
ローズ・バレット	ろーずばれっと	88888
カティア・ウラーノヴァ	かてぃあうらーのゔぁ	88888
イザベラ・ホリー	いざべらほりー	88888
モーシィ	もーしぃ	88888
hanser	はんさー	88888
泠鳶yousa	れいえんようさ	88888
